"甘藷","基腐病","病害防治"
"擬莖點黴菌","熱帶果樹","病害防治"
"植物源","除蟲劑","害蟲","天敵"
"植物油","葉蟎","防治"
"草蛉","生物防治","評估"
"馬鈴薯","細菌性病害","抗病性"
"馬鈴薯","細菌性病害","抗病性"
"果實蠅","誘效評估","植物揮發性成分"
"荔枝","龍眼","綜合管理"
"荔枝","龍眼","綜合管理"
"誘引劑","防治策略","族群變動"
"副結核病","預防方法","傳播途徑"
"水生動物","疾病","防治"
"牛型分枝桿菌","牛結核病","皮內結核菌素檢驗"
"水禽","傳染病","控制"
"豬第二型環狀病毒","複製","感染"
"豬生殖與呼吸綜合症","豬環狀病毒第二型","致病性","抗原性"
"牛接觸性傳染性胸膜肺炎","絲狀黴漿菌","屠宰場"
"種雞場","垂直傳染性疾病","監測"
"鴨A型肝炎病毒","即時定量聚合酶鏈反應","中和試驗"
"九孔","疾病","監測"
"水產動物","生產醫學","平台","生物安全"
"生產醫學","標準生產流程","生產流程"
"豬生殖與呼吸綜合症","疾病監測","疫苗株"
"E2次單位疫苗","血清監控","豬瘟","排毒"
"豬","疾病","控制"
"生產醫學","獸醫訓練","生產效能"
"侷限導管細菌","葡萄皮爾斯病","恆溫環形核酸增幅法"
"煙草粉蝨","生活史","病媒傳播"
"香蕉","整合性PCR","蕉麻萎縮病毒"
"草食動物","傳染病","獸醫師"
"豬鐵士古病毒","即時定量反轉錄聚合酶鏈反應","常在性","多重感染"
"中華絨螯蟹","大閘蟹","疾病"
"繼續教育","獸醫師","台灣"
"Q熱","牛","血清學","監測"
"皮內結核菌素試驗","ITT檢驗技術訓練","草食動物"
"風險分析","動物防疫","政策"
"吸果夜蛾","白紋羽病","非農藥防治","花胡瓜","洋桔梗","蟲害管理","紫外光"
"吸果夜蛾","白紋羽病","非農藥防治","花胡瓜","洋桔梗","蟲害管理","紫外光"
"番荔枝","粉介殼蟲","蟲害管理","採後處理","葉蟎"
"鳳梨釋迦","有機栽培","疫病蟲害管理"
"東方果實蠅","區域防治","病蟲害防治","稻熱病","胡麻葉枯病"
"東方果實蠅","區域防治","病蟲害防治","稻熱病","胡麻葉枯病"
"有機青蔥","種苗處理","非農藥資材","瓜類蔬菜","蟲生病原真菌","耐高溫"
"有機青蔥","種苗處理","非農藥資材","瓜類蔬菜","蟲生病原真菌","耐高溫"
"瓜實蠅","農藥","病毒","龍鬚菜","作物病蟲害診斷","胡瓜","有害生物綜合管理"
"水稻","稻細蟎","化學防治"
"生物資材","草莓","病害","苗栗"
"飼育器材","天敵","繁殖技術"
"抗逆境","捕食性","寄生性","昆蟲"
"草莓","非農藥防治","栽培"
"枯草桿菌","放線菌","秧苗立枯病"
"柑橘","拮抗酵母菌","青黴菌","綠黴菌"
"植物萃取物","整合性蟲害防治","甜椒"
"水稻","病害","蟲害","氣候變遷"
"整合性病蟲害防治","蔬菜","芋","軟腐病","藍細菌"
"整合性病蟲害防治","蔬菜","芋","軟腐病","藍細菌"
"茶樹害蟲","性費落蒙","非農藥","茶角盲椿象"
"咖啡樹","油茶","病蟲害"
"咖啡樹","油茶","病蟲害"
"東方果實蠅","小黃薊馬","果實蠅區域防治","非農藥防治"
"番石榴立枯病","根瘤線蟲","放線菌","忌避作物"
"作物","疫病蟲害","非農藥資材","研發"
"番石榴","根瘤線蟲","綜合防治"
"番石榴","根瘤線蟲","綜合防治"
"薊馬","芒果","印度棗","防治"
"薊馬","芒果","印度棗","防治"
"甜椒微斑病毒","器械消毒","種子消毒"
"作物","有害生物","管理"
"區域防治","蟲害管理","太平洋臀紋粉介殼蟲"
"檬果","族群動態","管理策略"
"植物菌植體","蓮霧","媒介昆蟲"
"溫度","濕度","米象"
"小黃薊馬","殺蟲劑","感受性"
"甘藍","小菜蛾","大菜螟","斜紋夜盜","性費落蒙","卵寄生蜂","印度芥菜"
"植物萃取液","中草藥","病害防治"
"水稻紋枯病","絲核菌AG-1 IA","整合病害管理"
"生物農藥","綜合防治","抗逆境","有機作物","有機水稻","有機蔬菜"
"有機作物","蟲生真菌","內寄生"
"農田雜草","土壤雜草種子庫","雜草管理"
"整合管理","處方箋","診斷"
"農田雜草","土壤雜草種子庫","雜草管理"
"茶","整合管理","有機管理"
"農藥殘留快速檢驗技術","殺菌劑殘留檢測","抗藥性監測"
"一般藥品檢定服務","實驗室資訊管理系統","實驗室自動化","消毒劑","消毒效果試驗"
"費洛蒙","微膠囊","2-氯乙醇"
"類荷爾蒙農藥","標竿劑量","無害作用劑量","最低有害作用劑量"
"農藥","無毒害作用劑量","累積風險評估","神經毒性","發育毒性"
"重組受體/報導基因試驗","細胞增生試驗","大鼠肝臟微粒體抽出液","斑馬魚胚胎","發育毒性","內分泌干擾"
"多重分析法","氣相層析","方法確效"
"授粉昆蟲","殺蟲/蟎劑","安全評估","殺菌劑","拮抗微生物"
"農藥","藥害","花粉活力","農藥登記"
"毒理資料","資料庫","影像系統","農藥標示","植物保護"
"飄散","靜電噴霧","配方"
"乙醯膽鹼脂酶","生物晶片","單株抗體","質譜圖"
"性費洛蒙","夜蛾科","二化螟"
"鴨病毒性肝炎","水禽小病毒","卵黃抗體"
"山羊痘","減毒活毒疫苗","毒力"
"實驗動物生產設施","動物福祉","藥品及疫苗製造"
"動物疫苗","生物藥品檢定","雞傳染性鼻炎","冰水主機","全國認證基金會"
"豬胸膜肺炎放線桿菌","毒素","疫苗"
"動物用疫苗","診斷試劑","組織培養"
"雛白痢","沙門氏桿菌","菌苗"
"生物防治","抗病介質","甘藍黃葉病"
"蜂蟹蟎","百里酚","草酸"
"蘇力菌","芽孢桿菌","分離與鑑定","生物檢定"
"蘇力菌","促進植物生長之根棲細菌","生物防治"
"芽孢桿菌","微生物製劑","逆境"
"麻竹筍","芋頭","無病毒種苗","病蟲害管理"
"麻竹筍","芋頭","無病毒種苗","病蟲害管理"
"十字花科黑腐病菌","種子處理","去病原"
"甘藷病毒Y","檢測","甘藷長絲狀病毒"
"雙生病毒","聚合酵素連鎖反應","粉蝨"
"分類學","鑑定","金花蟲"
"無性繁殖","青蔥","檢查"
"南瓜","馬鈴薯病毒","根圈微生物","胡瓜","病蟲害防治"
"南瓜","馬鈴薯病毒","根圈微生物","胡瓜","病蟲害防治"
"蕙蘭","病毒檢驗","無特定病原"
"種子發芽率","種子溫湯處理","蘭花病毒檢測","種子熱處理","苦瓜"
"種子發芽率","種子溫湯處理","蘭花病毒檢測","種子熱處理","苦瓜"
"番茄斑萎病毒屬","茄科作物","植物病毒檢測"
"生物晶片","寡核甘酸","真菌病原","診斷鑑定","聚合酶鏈鎖反應"
"香蕉","交叉保護","香蕉嵌紋病"
"檢疫害物","鑑定","專家系統"
"蜜蜂","白堊病","蜂花粉"
"健康種苗","柑橘嫁接傳染病原","酵素聯結抗體免疫測定法","聚合酵素連鎖反應法","反轉錄聚合酵素連鎖反應法"
"檢疫病毒","病毒檢定","人才培訓"
"檢疫病毒","病毒檢定","人才培訓"
"蝴蝶蘭","仙履蘭","鐮孢菌病害"
"蝴蝶蘭","仙履蘭","鐮孢菌病害"
"草莓","印度棗","病蟲害綜合管理"
"草莓","印度棗","病蟲害綜合管理"
"茄科植物細菌性斑點病菌","種子傳播病害","聚合酵素連鎖反應"
"種媒病害","聚合酵素連鎖反應","栽培資材","同步檢測技術","分子診斷"
"黑翅蕈蠅","趨光性","物理防治","誘殺設備"
"蝴蝶蘭","栽培介質","雜草"
"平均死重","死亡率","畜禽"
"平均死重","死亡率","畜禽"
"債權保全","行政執行","違法屠宰"
"水產動物","疾病","氣候變遷","人畜共通傳染病"
"氣候變遷","人畜共通傳染病","禽流感","Q熱"
"狂犬病","時空分析","前瞻性研究"
"家禽流行性感冒","野鳥監測","病毒分析"
"家禽流行性感冒病毒","監測","寵物鳥繁殖場鳥類"
"流行病學","人畜共通傳染病","種系侵疏關係"
"動物醫院","人畜共通傳染病","教育"
"動物屍體","清除和處理","規劃與防治"
"化製場","消毒","噴嘴"
"家犬","流浪犬","人畜共通傳染病"
"狂犬病","台灣","防疫"
"危險因子","橫斷式流行病學調查","縱向式流行病學調查"
"人畜共通傳染病","品質管控","汙染管控","講習訓練"
"新浮現","人畜共通傳染病","預防與控制","國際會議","狂犬病","高病原性家禽流行性感冒"
"氣候變遷","重大人畜共通傳染病","防疫","檢疫","策略","技術推廣"
"人畜共通傳染病","繼續教育","外科"
"獸醫繼續教育","人畜共通傳染病","獸醫師法"
"太平洋黑鮪","大目鮪","資源量指標","泛線性模式"
"印度洋熱帶鮪類","鮪延繩釣漁業","單位努力漁獲量"
"大目鮪","漁獲率標準化","泛線性模式"
"單位努力漁獲量標準化","年齡結構族群模式","資源評估","漁業管理","黑皮旗魚","紅肉旗魚","太平洋","大西洋"
"印度洋","紅肉旗魚","黑皮旗魚","南方黑鮪","CPUE標準化","資源評估"
"印度洋","紅肉旗魚","黑皮旗魚","南方黑鮪","CPUE標準化","資源評估"
"南方黑鮪","太平洋黑鮪","年齡與成長"
"劍旗魚","CPUE標準化","環境因子"
"長鰭鮪資源","資源評估","單位努力漁獲量"
"長鰭鮪資源","資源評估","單位努力漁獲量"
"長鰭鮪","年齡與成長","年齡組成"
"長鰭鮪","北太平洋","豐度指標","年齡組成"
"美洲大赤魷","魷漁業","環境變動","資源評估","漁業管理","東太平洋"
"阿根廷魷","年級群","空間分析","資源動態","資料庫"
"太平洋","大西洋","印度洋","鯊魚","單位努力漁獲量"
"太平洋","脊椎骨","年齡與成長"
"鯊魚","漁業管理","鯊魚國家行動計畫"
"觀察員","生物樣本","盤點","資料庫"
"海鳥忌避措施","大西洋鮪延繩釣漁業","試驗設計"
"鮪漁場學","太平洋","長鰭鮪","氣候變遷"
"劍尖槍鎖管","標準體重","相對體重"
"長腰鮪","族群特徵","食物階層","族群結構"
"鮪旗魚","標識放流","上脫型衛星發報器"
"鮪旗魚","標識放流","上脫型衛星發報器"
"經濟魚種","生殖生態","產卵場","拖網漁業","台灣西南海域"
"台灣北部海域","底棲魚類","族群結構"
"距岸3浬禁拖區","生物多樣性","食物網"
"漁業資料庫","圍網漁業","花腹鯖","扒網"
"漁業資料庫","圍網漁業","花腹鯖","扒網"
"魩鱙漁業","魚種組成","混獲組成","總容許捕獲量(TAC)"
"鰻魚","放流","效益評估"
"鯨鯊","意外捕獲","年齡","性比"
"台灣周邊海域","漁場","監測"
"海洋鋒面","海面水溫","黑潮","邊緣偵測","地理資訊系統"
"櫻花蝦","生態系管理","生態","穩定同位素"
"海草","氣候變遷","共棲生物相"
"台灣沿岸海域","圓花鰹","仔稚魚","初期死亡率","初期成長率"
"鮨科","石斑魚亞科","粒線體DNA","生命條碼"
"人工魚礁","人工棲地","漁業效益","海洋生態"
"海洋保護區","永續漁業","生物多樣性","漁業資源","保育生物學"
"生物多樣性","地理資訊系統","資訊入口網"
"遠洋漁船","冷凍室節能","保溫層保溫能力","風扇位置"
"太陽能逆滲透系統","生物濾池","功能設計"
"水產生物","保存","利用"
"種原","遠海梭子蟹","繁殖","活存"
"日本鰻","誘導成熟","自然產卵"
"三棘鱟","澎湖","繁殖","保育"
"深層海水","九孔","九孔苗培育"
"牡蠣","固碳","耐溫"
"養殖牡蠣","肥滿度","肥育技術"
"草蝦","白點病毒","無特定病原"
"泰國蝦","無特定病原","技術轉移"
"草食性魚類","黑星銀(魚共)","產卵","文蛤養殖"
"養殖循環系統","光合菌","牡蠣"
"有機養殖","吳郭魚","永續性"
"生態水培","園藝作物","循環水養殖"
"九孔","鮑魚","細菌","總生菌數","弧菌數","薄膜"
"九孔","鮑魚","細菌","總生菌數","弧菌數","薄膜"
"固碳作用","小球藻","螺旋藻"
"固碳作用","小球藻","螺旋藻"
"養殖面積","養殖魚塭","淺海養殖","牡蠣養殖面積"
"甲魚","沙門氏菌","霍亂弧菌"
"養殖魚塭集中區","地層下陷","監測井"
"綠藻","安氏試驗","抗發炎","一氧化氮"
"碳足跡","溫室氣體","產品類別規則指引"
"烏魚子","即食食品","肉毒桿菌"
"海水養殖","驗證制度","海水養殖標章","水產養殖"
"非法","未報告","未受規範漁業","漁貨證明制度","卸魚"
"基因改造生物","觀賞魚","認驗證制度","螢光魚","生物技術","人工繁養殖"
"產銷履歷","雲端運算","養殖水產品"
"育種","龍膽石斑魚","功能性基因"
"海鱺","育種","種魚培育"
"吳郭魚","種原保存","鑑定","雜交優勢","正反交","DNA指紋","微衛星"
"老虎斑","磷酸鹽","鈣"
"石斑魚","無特定病毒","生物防疫"
"石斑","肥育","飼料"
"飼料","魚油","石斑魚","植物油"
"流行病學","石斑魚","疾病"
"無特定病毒","生物防疫","龍膽石斑"
"免疫佐劑","攻擊試驗","細胞性免疫","吞噬作用","益生菌"
"海水觀賞蝦","庫達海馬","淡水魟魚","繁殖","擬刺尾鯛","雀鯛","分枝桿菌","觀賞魚","包裝"
"海水觀賞蝦","庫達海馬","淡水魟魚","繁殖","擬刺尾鯛","雀鯛","分枝桿菌","觀賞魚","包裝"
"海水觀賞魚","保種","育種"
"觀賞魚","檢疫","運輸","貿易"
"高效液相層析法","殘留","MS-222"
"國有林","木構造","生態工法"
"氣候變遷","保育策略","重點集水區"
"棲地環境","保育治理","植生演替"
"樹木注射","地理資訊系統","林木健康管理"
"疫病菌","腐霉菌","天然林"
"筆筒樹","枯萎","病原菌"
"樹木褐根病","子實體","擔孢子"
"台灣相思樹","遺傳改良","育林技術"
"桉樹人工林","皆伐地更新","闊葉樹混合造林"
"喜樹","喜樹鹼","枝葉生產","品系選育"
"原生海岸樹種","種子儲藏性質","發芽機制"
"鹽濕地","海岸林","鄉土樹種"
"飛砂防治","海岸林","海岸飛砂"
"華盛頓公約","腳環","鸚鵡"
"台東蘇鐵","白輪盾介殼蟲","保育","光合作用","葉綠素螢光技術"
"特有種","光環境","光飽和光合作用率","耐陰性","耐陰性名錄"
"殼斗科","木材解剖","掃描式電子顯微鏡"
"抗氧化活性","針葉樹","超臨界流體萃取","微波萃取"
"青脆枝","喜樹鹼","生產平台","台灣粗榧","高尖杉酯鹼"
"植物品種保護","品種檢定","基改林木","生物安全","隔離試區"
"植物品種保護","品種檢定","基改林木","生物安全","隔離試區"
"轉基因桉樹","基因堆積","木質素專一性基因","纖維素生合成基因","基因靜默"
"轉基因林木","桉樹","台灣紅豆杉","生物反應器","巴卡亭III"
"土壤退化","檜木林","復育"
"溫度變化","水生不完全菌","水化學"
"台灣油杉","花粉庫","扦插","野外基因庫","嫁接"
"烏心石","櫸樹","樟樹","氣候變遷","穗條嫁接","種子採集和發芽","培育苗木"
"生產履歷","二維條碼","智慧技術"
"異齡林","混合林","量化指標"
"早期生長","混淆人工林","林分結構"
"人工混合林","多元化育林體系","效益分析","碳吸存"
"蛾類相","食葉性","幼蟲"
"土肉桂","精油","芳樟醇","葉子","絕對立體組態","抗焦慮活性"
"土肉桂","葉子","代謝症候群"
"土肉桂","肉桂醛","枷羅木醇"
"土肉桂","香豆素","精油","肉桂醛","葉子"
"臺灣肖楠","抽出物","抗真菌活性","木材腐朽菌","黴菌"
"全材利用","炭化","堆肥","疏伐木"
"非破壞性技術","木質材料","生態工法"
"純露","生物活性","市場接受度","土肉桂"
"海藻","奈米纖維素","紙漿"
"非破壞性技術","超音波法","微破壞儀法"
"書畫裝裱","裝裱用紙","棉紙","宣紙"
"里山倡議","關鍵因素","生態系統服務功能","保育經濟效益"
"社區林業","資源管理","經濟誘因"
"原住民部落","生態產業","森林生態保育"
"竹材","熱處理","耐久性"
"木質複合壁體","熱抵抗","熱貫流抵抗","熱傳導率"
"生物複合材料","環境共生","護坡"
"世界植物學大會","國際植群大會","森林遊樂區","生態旅遊活動"
"錄音調查","生態指標","棲地佔據模式"
"無線感測器網路","森林災害監測","聲景"
"無線感測網路","氣象觀測","物候模式","生態資訊","即時監測"
"森林動態","物候","樹木生長環","氣候變遷"
"資通基礎建設","資料倉儲","生態資訊","長期生態研究","無線感測網"
"光達","數值航照","母樹"
"崩塌地","高解析度航照影像","多維資訊","自動萃取"
"紫斑蝶","感測器網路","棲地監測","保育"
"集水區治理","生態能量","系統模擬"
"緩衝林帶","檳榔","水土保育"
"數位化資訊","自然資源","保育"
"森林型濕地","資源調查","監測"
"森林濕地","水文","水質","動物","植物"
"復育","海岸林","二次造林","耐陰植物","銀合歡"
"森林","森林美學","電腦圖繪技術","森林步道","景觀美質評估"
"都市林","土壤理化性質","樹種組成","碳吸存"
"腐植物質","林型","腐植酸"
"竹類","生物量","碳吸存"
"廢材","碳保存","木炭","木醋液"
"桉樹類","纖維素","製漿"
"木本生質能源植物","種子生產","種子油脂"
"混農林業","檜木林","天然下種更新林","枯落物","碳累積量","集約經營","平地農地造林","碳吸存","碳洩漏","作業效率","高解析度遙測影像","地理資訊","作業成本","二氧化碳排放","環境敏感區","肖楠","土壤流失控制","新植造林","更新造林","碳標準"
"永續森林經營","氣候變遷","森林認證"
"木醋液","分配法","植物生長促進劑"
"漂流木","生質能源","木質顆粒","有機溶劑製漿","非硫製漿法","蒸煮爆碎"
"生質精煉","生質能源","有機溶劑製漿","生質燃料"
"生質能源","木質顆粒","竹質燃料顆粒","竹資源","刺竹","長枝竹"
"標本","遺傳物質","野生動物"
"台灣","松鼠科","台灣細鯿","禾本科","族群遺傳","分子條碼","微衛星","親緣關係"
"台灣","松鼠科","台灣細鯿","禾本科","族群遺傳","分子條碼","微衛星","親緣關係"
"比較親緣地理","台灣","雲南","華南","鳥類"
"冷凍遺傳庫","遺傳物質","DNA條碼"
"公民科學","監測","生物多樣性指標","繫放","繁殖鳥","外來種","大蛾"
"公民科學","監測","生物多樣性指標","繫放","繁殖鳥","外來種","大蛾"
"有鱗目","靈貓科","獴科","蜻蛉目","貧毛類","蚯蚓","樹棲型蝸牛","斯文豪氏攀蜥","分布","分類","生活史","路死效應","臺灣","蜘蛛目"
"受威脅物種","登錄","資源調查","苔蘚類","資料庫","殼斗科","物候","蕨類","生殖","葉綠素螢光","光合速率","火山土壤","菌根"
"漆樹科","鏟頷魚屬","石葦屬","堀川氏棕蝠","高頭蝠","分類學","染色體","多基因","親緣關係","特有性","細胞學"
"漆樹科","鏟頷魚屬","石葦屬","堀川氏棕蝠","高頭蝠","分類學","染色體","多基因","親緣關係","特有性","細胞學"
"漆樹科","鏟頷魚屬","石葦屬","堀川氏棕蝠","高頭蝠","分類學","染色體","多基因","親緣關係","特有性","細胞學"
"聲紋","資料庫","野生動物"
"東方蜂鷹","遷徙","衛星追蹤"
"華盛頓公約鸚鵡","生產記錄","線上管理系統"
"臺灣獼猴","生殖控制","合成黃體激素"
"草鴞","回播","有效性"
"生物多樣性","胡蜂","分類學"
"五色鳥","巢樹","巢洞","陽明山","台北植物園","繁殖生物學"
"台灣水韭","孢子庫","復育"
"系統分類學","複合種群","生物多樣性"
"系統分類學","複合種群","生物多樣性"
"氣候變遷","蕨類","物候"
"河川棲地模式","綜合適合度指數","濕地","紅樹林","底棲微藻","碳吸收","模式評估","生物多樣性","碳吸存","植群","藻礁","水鳥","台灣招潮蟹"
"蝶類群聚","監測","爬蟲類","大蚊科","台灣高山杜鵑","族群動態"
"長期監測","生態教育園區","指標物種","七股潟湖","紅樹林","哺乳動物","闊葉林","棲地"
"生物多樣性","調查","分布"
"棲地單位系統","地理氣候區","資源保育"
"筆筒樹","台灣桫欏","鬼桫欏","物候","繁殖","空間分布","福山","樹蕨"
"濕地","生態效益","無線感測網路"
"生物多樣性","全球暖化","天然災害","受害評估"
"氣候變遷","生物多樣性","策略規劃"
"生物能源","作物","芒屬"
"野生動物","黑熊","環境豐富化","救援醫療","野生動物急救站"
"原生植物","體外培養技術","杜鵑類菌根","抗癌","耐蔭性","光合作用","光補償點","段木培養","牛樟芝","牛樟樹","福杉"
"原生植物","體外培養技術","杜鵑類菌根","抗癌","耐蔭性","光合作用","光補償點","段木培養","牛樟芝","牛樟樹","福杉"
"生態工程","誘蝶植物","菊科","人工渠道","水生植物","溼地","碳吸存","原生植物","環境變遷"
"野生動物","寵物","熱帶魚","爬蟲類","兩生類","哺乳類","鳥類","昆蟲","脊椎動物","無脊椎動物","首次輸入"
"野生動物","生物多樣性教育","動物大使","國小"
"生物多樣性","保育","宣傳","公民教育"
"社區意見領袖","意見領袖教育","課程研發"
"生物多樣性","推廣","教育"
"生物多樣性教育","社區生態教育","社區紮根計畫"
"入侵種","外來種","臺灣","資料庫","外來入侵種"
"外來入侵物種","氣候變遷","全球入侵物種資訊網","預測模型","生態棲位"
"外來入侵物種","氣候變遷","全球入侵物種資訊網","預測模型","生態棲位"
"外來種","病蟲害","風險評估"
"外來種植食性昆蟲","氣候變遷","植食性","害蟲","風險評估"
"外來入侵物種","自願性地理資訊","地理資訊系統","全球定位系統"
"糧食安全","糧食安全體系","策略地圖"
"糧食安全","早期預警系統","監控與預測"
"消費潛能開發","新需求與市場","糧食自給率","對策","國產農產品"
"氣候變遷","脆弱度評估","農地","調適策略"
"氣候變遷","風險知覺","災後調適"
"糧食儲備機制","糧食安全","糧食援助"
"糧食安全指標","貿易自由化指標","直接給付","農業保險"
"運銷通路","存貨調查","國內供給分配"
"玉米種質","耐熱篩選","繁殖"
"生命週期評估","碳足跡","食物里程"
"稻種原","高溫逆境","褐飛蝨","核心種原"
"氣候變遷","風險認知","決策行為","農場經營"
"氣候變遷","知識管理","公共衛生","健康管理"
"小麥","高溫逆境","育種"
"栽培","環境親和","輪作"
"草生栽培","土壤碳匯","極端氣候"
"小型哺乳類","繁殖鳥類","爬蟲類","楚南氏山椒魚","蝶類","動物相","長期監測","指標物種","監測模式","高山地區"
"陸稻","樹豆","小米","臺灣藜"
"陸稻","樹豆","小米","臺灣藜"
"陸稻","樹豆","小米","臺灣藜"
"逆境","水稻","南瓜","番杏","糯米團","水生植物"
"逆境","水稻","南瓜","番杏","糯米團","水生植物"
"逆境","水稻","南瓜","番杏","糯米團","水生植物"
"水稻","品種","耐熱"
"水稻","品種","耐熱"
"輪作","水稻","青蔥","大豆","玉米"
"大豆","育種","栽培技術"
"水稻","節水","育種"
"甜玉米","胡麻","黑豆","紅高粱","綠豆","薏苡","田菁"
"種原","作物生產","氣候變遷"
"種原","作物生產","氣候變遷"
"茶","油茶","逆境","選育"
"茶","油茶","逆境","選育"
"茶","暖冬","低溫","供應","物流"
"紅豆","種原","篩選","品種","選育"
"毛豆","洋蔥","輪作","綠肥","環境親和型"
"小麥","大豆","種原評估"
"小麥","大豆","種原評估"
"耕作制度","輪作","氣候變遷","土壤管理","水資源","地下水","土壤肥力","農業生態系"
"決策支援系統","氣候變遷","農業生產調適"
"蕹菜","葉菜類","栽培"
"環境親和型耕作模式","綠肥","氣候變遷"
"馬鈴薯","耐濕性","營養系"
"氣候變遷","蜜蜂授粉","果實產量","果實品質"
"海藻","重金屬","家畜禽"
"海藻","重金屬","家畜禽"
"荷蘭閹公牛","廢菇包","飼料價值"
"能量飼作","樹薯","飼料價值","肉雞"
"飼料玉米","育種","台灣"
"水稻","飼料稻","高產"
"飼料玉米","甘藷","輪作系統"
"飼料玉米","甘藷","輪作系統"
"在地飼料資源","家畜禽","飼料稻"
"飼料米","高產","高蛋白"
"水稻","飼料稻","聚合育種","糧食自給率"
"飼料稻","土壤管理組","可消化養分總量"
"飼料稻米","經濟效益","農業部門"
"颱風","天然災害","復育"
"水文環境","底拖網","漁場"
"番荔枝","鳳梨釋迦","防風栽培技術"
"氣候變遷","文旦柚","木瓜","菌根菌","亞磷酸","復育技術"
"氣候變遷","文旦柚","木瓜","菌根菌","亞磷酸","復育技術"
"茶","降雨變化","氣候變遷"
"氣調貯藏","蔬菜","品質","窯洞貯藏"
"蔬菜","淹水","病害","管理"
"環境控制","茄科蔬菜","牛番茄","溫室"
"滴灌","設施栽培","植物工廠","番茄"
"節約能源","組織培養","太陽能"
